unique_id,date,warehouse,total_orders,sales,sell_price_main,availability,type_0_discount,type_1_discount,type_2_discount,type_3_discount,type_4_discount,type_5_discount,type_6_discount
8,2023-11-29,Budapest_1,6192.0,363.57,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-06-25,Budapest_1,5067.0,65.68,723.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-05-03,Budapest_1,5893.0,312.08,1091.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-08-24,Budapest_1,5801.0,117.22,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-11-18,Budapest_1,6198.0,203.03,965.51,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-10-01,Budapest_1,5113.0,145.12,704.61,0.78,0.0,0.0,0.0,0.0,0.00237,0.0,0.0
8,2022-11-24,Budapest_1,5584.0,266.56,965.51,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-08-04,Budapest_1,5502.0,83.26,675.62,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-10-15,Budapest_1,6033.0,125.69,965.51,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-06-17,Budapest_1,5746.0,44.68,772.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-10-21,Budapest_1,6644.0,429.12,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-11-03,Budapest_1,5745.0,348.11,820.57,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-04-24,Budapest_1,5137.0,71.37,868.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-06-29,Budapest_1,5704.0,77.87,723.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-07-09,Budapest_1,4926.0,75.52,723.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-10-27,Budapest_1,5710.0,449.7,820.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-08-04,Budapest_1,5790.0,32.36,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-08-08,Budapest_1,5349.0,292.63,675.62,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-08-25,Budapest_1,5965.0,115.25,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-07-23,Budapest_1,4957.0,60.45,723.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-08-09,Budapest_1,5295.0,73.1,675.62,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-05-27,Budapest_1,5444.0,69.09,772.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-04-26,Budapest_1,5358.0,196.8,868.88,1.0,0.16031,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-04-12,Budapest_1,6760.0,242.14,868.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-11-01,Budapest_1,4218.0,289.98,820.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-11-27,Budapest_1,6207.0,279.69,965.51,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-05-08,Budapest_1,5166.0,88.58,868.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-04-04,Budapest_1,5605.0,138.76,704.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-04-27,Budapest_1,5988.0,292.32,1091.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-10-24,Budapest_1,5626.0,507.01,820.57,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-03-27,Budapest_1,9277.0,424.3,1158.78,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-05-14,Budapest_1,5620.0,114.92,1352.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-11-18,Budapest_1,5836.0,190.25,965.51,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-06-16,Budapest_1,5887.0,86.59,1091.14,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-09-14,Budapest_1,6397.0,289.64,965.51,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-10-27,Budapest_1,7001.0,372.23,965.51,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-07-14,Budapest_1,5383.0,84.25,723.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-05-26,Budapest_1,5423.0,139.69,772.25,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-06-07,Budapest_1,5809.0,165.21,772.25,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-08-16,Budapest_1,5694.0,76.78,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-08-29,Budapest_1,5814.0,95.47,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-06-24,Budapest_1,5586.0,87.05,723.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-11-09,Budapest_1,5548.0,241.82,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-09-05,Budapest_1,5970.0,133.78,965.51,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-08-20,Budapest_1,4043.0,80.02,675.62,1.0,0.0,0.0,0.0,0.0,0.1001,0.0,0.0
8,2022-08-24,Budapest_1,5312.0,71.09,675.62,1.0,0.0,0.0,0.0,0.0,0.1001,0.0,0.0
8,2023-08-05,Budapest_1,5230.0,44.28,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-11-23,Budapest_1,5808.0,186.35,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-07-03,Budapest_1,5575.0,130.37,1091.14,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-08-10,Budapest_1,5663.0,57.61,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-10-13,Budapest_1,5550.0,111.65,820.57,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-09-04,Budapest_1,5811.0,156.89,965.51,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-09-05,Budapest_1,5316.0,173.65,675.62,1.0,0.0,0.0,0.0,0.0,0.1001,0.0,0.0
8,2023-08-07,Budapest_1,5613.0,39.59,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-11-20,Budapest_1,6208.0,252.63,965.51,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-11-04,Budapest_1,6123.0,211.36,965.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-12-02,Budapest_1,6248.0,335.63,965.51,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-08-20,Budapest_1,4294.0,67.93,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-11-03,Budapest_1,7107.0,695.93,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-04-25,Budapest_1,5823.0,162.55,1091.14,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-07-28,Budapest_1,5502.0,88.5,723.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-11-07,Budapest_1,6130.0,395.29,965.51,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-09-03,Budapest_1,5590.0,126.73,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-04-28,Budapest_1,6417.0,152.89,1081.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-04-22,Budapest_1,5303.0,237.45,1091.14,0.21,0.25155,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-08-15,Budapest_1,5506.0,70.75,675.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-07-15,Budapest_1,5343.0,94.85,965.51,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-10-28,Budapest_1,5857.0,504.77,820.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-06-13,Budapest_1,5589.0,52.21,1091.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-04-23,Budapest_1,5259.0,452.29,1091.14,0.94,0.25155,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-04-22,Budapest_1,6375.0,148.2,1081.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-08-15,Budapest_1,5781.0,56.42,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-07-11,Budapest_1,5661.0,47.82,1091.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-04-28,Budapest_1,6102.0,182.85,1091.14,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-10-21,Budapest_1,5901.0,319.93,820.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-04-30,Budapest_1,4765.0,173.41,1091.14,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-06-05,Budapest_1,5731.0,64.16,1352.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-08-28,Budapest_1,5076.0,98.98,675.62,1.0,0.0,0.0,0.0,0.0,0.1001,0.0,0.0
8,2023-07-08,Budapest_1,5196.0,43.28,1091.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-10-10,Budapest_1,5653.0,266.68,820.57,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-08-03,Budapest_1,5382.0,136.0,675.62,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-07-05,Budapest_1,5734.0,47.2,1091.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-04-19,Budapest_1,5629.0,252.84,1091.14,1.0,0.18358,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-07-02,Budapest_1,5155.0,75.13,1091.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-04-21,Budapest_1,6105.0,378.36,1091.14,0.42,0.25155,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-06-14,Budapest_1,5343.0,91.53,772.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-09-27,Budapest_1,6245.0,307.22,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-06-09,Budapest_1,5697.0,197.37,772.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-04-22,Budapest_1,6000.0,120.42,868.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-10-07,Budapest_1,5868.0,242.8,820.57,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-04-06,Budapest_1,5725.0,83.62,868.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-11-07,Budapest_1,5274.0,306.72,965.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-04-04,Budapest_1,6761.0,624.74,1158.78,1.0,0.22519,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-08-27,Budapest_1,4926.0,79.87,675.62,1.0,0.0,0.0,0.0,0.0,0.1001,0.0,0.0
8,2022-09-13,Budapest_1,5403.0,206.21,675.62,0.97,0.0,0.0,0.0,0.0,0.1001,0.0,0.0
8,2022-08-13,Budapest_1,4979.0,70.11,675.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-05-19,Budapest_1,5775.0,91.3,1352.04,1.0,0.02726,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-11-04,Budapest_1,5871.0,438.04,820.57,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-07-10,Budapest_1,5057.0,79.85,723.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023-05-06,Budapest_1,5500.0,163.18,1091.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-05-03,Budapest_1,7237.0,451.25,1081.47,0.93,0.10724,0.0,0.0,0.0,0.0,0.0,0.0
8,2022-04-13,Budapest_1,7206.0,192.94,868.88,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
